case_id,case_name,tech_id,tech_name,case_description
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0867,Lateral Tool Transfer,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0859,Valid Accounts,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0859,Valid Accounts,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0859,Valid Accounts,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0859,Valid Accounts,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0884,Connection Proxy,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0882,Theft of Operational Information,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0809,Data Destruction,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0809,Data Destruction,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0809,Data Destruction,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0809,Data Destruction,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0809,Data Destruction,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0809,Data Destruction,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0809,Data Destruction,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0809,Data Destruction,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0881,Service Stop,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0881,Service Stop,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0881,Service Stop,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0881,Service Stop,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0881,Service Stop,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0881,Service Stop,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0826,Loss of Availability,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR023,CONTI RANSOMWARE ATTACK ON THE HEALTH SERVICE EXECUTIVE OF IRELAND 2021,T0828,Loss of Productivity and Revenue,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0822,External Remote Services,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0822,External Remote Services,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0822,External Remote Services,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0822,External Remote Services,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0859,Valid Accounts,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0859,Valid Accounts,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0859,Valid Accounts,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0859,Valid Accounts,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0890,Exploitation for Privilege Escalation,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0890,Exploitation for Privilege Escalation,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0890,Exploitation for Privilege Escalation,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0890,Exploitation for Privilege Escalation,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0890,Exploitation for Privilege Escalation,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0890,Exploitation for Privilege Escalation,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0890,Exploitation for Privilege Escalation,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0869,Standard Application Layer Protocol,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0869,Standard Application Layer Protocol,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0869,Standard Application Layer Protocol,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0869,Standard Application Layer Protocol,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0869,Standard Application Layer Protocol,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0869,Standard Application Layer Protocol,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0884,Connection Proxy,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0884,Connection Proxy,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0884,Connection Proxy,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0884,Connection Proxy,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0884,Connection Proxy,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0811,Data from Information Repositories,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0811,Data from Information Repositories,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0811,Data from Information Repositories,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0882,Theft of Operational Information,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0882,Theft of Operational Information,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0882,Theft of Operational Information,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0882,Theft of Operational Information,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0882,Theft of Operational Information,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0882,Theft of Operational Information,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0809,Data Destruction,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0809,Data Destruction,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0809,Data Destruction,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0809,Data Destruction,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0809,Data Destruction,
PAR024,DARKSIDE RANSOMWARE ATTACK ON COLONIAL PIPELINE,T0809,Data Destruction,
